¹,1,2,3,4,5,6,7,7-2,7-v,8,9,9-2,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,"25
https://youtu.be/qAZyY6Te3kI","zxy
https://youtu.be/PC2Ef8AYQ0s",,"15
https://youtu.be/B-YDx73XAH4","56
https://youtu.be/M2C5e-VxC8E",,,,,"1008
https://youtu.be/0njvFu4AYYw",133,,3,,33,"5
https://youtu.be/7zARO6M-E2Y","35
https://youtu.be/_WqEPJNqmMU",12,"55252
https://youtu.be/wWSfe-eRT0E ","1971 9702
https://youtu.be/0Oatakh-fi4",705 13,,,,,292,C38412,"181398528 21
201326592 27
229582512 19
254803968 25",,96 148773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,"25
https://youtu.be/K_adfd8Y9Es","yzx
https://youtu.be/Odd3_mbl3VI",,"001
https://youtu.be/bbdcYcfsaa8","72
https://youtu.be/eg9XFEd69Fs",,,,,"1008
https://youtu.be/Nt7TvY_jMj8",1820,,2,,45,"3
https://youtu.be/iFhteyicvUA",14,20,"265063799
https://youtu.be/z1aKRZz0xLw","179 -9107
https://youtu.be/2prU2OUWmdU",711 84,,,,,1545,W38473,"153055008 19
169869312 25
214990848 23
272097792 21",,1995 199895754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,"25
https://youtu.be/glwOFzLGZ7A","yxz
https://youtu.be/CVHHAAuEhUw",,"11
https://youtu.be/bUtpLqnmefE","416
https://youtu.be/k6acgqAoVgA",,,,,"1008
https://youtu.be/OIphj8OUdA8",423,,7,,4,"16
https://youtu.be/3u36rEaHM20",13,13,"132526148
https://youtu.be/qWmaSRRhpPw","126 15701
https://youtu.be/kP-rswjdQBY",30 11,,,,,229,B38617,"125000000 15
131072000 23
195312500 13
204800000 21",,900 98964798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,"50
https://youtu.be/XxhPOY-a_Zo","wxzy
https://youtu.be/YwQN89y9Mi8",,"18
https://youtu.be/pjLGR7QzorY","352
https://youtu.be/4UCzFarAols",,,,,"840
https://youtu.be/prxFFcaGpjM",61,,44,,455,"4
https://youtu.be/g7WluQRNhGA",42,47,"8045910600
https://youtu.be/tvb7iAnXuAA","153 19285
https://youtu.be/7ivkA1p4Z1o",746 22,,,,,478,Z36493,"128000000 19
134217728 27
200000000 17
209715200 25",,898 98526430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,"ÁÃÄÀÂÇÆÅ
https://youtu.be/ZwnJokUZdiY","zwyx
https://youtu.be/uigi51OWM3U",,"1
https://youtu.be/KkZLOEPxHYM","928
https://youtu.be/RtnQyry1GcA",,,,,"5880
https://youtu.be/sF3UPuwVdtA",13,,22,,453,"8192
https://youtu.be/-PMxY6id9cA",41,13,"2541865828329
https://youtu.be/B_r7kOK3PJo?t=8580","119 -7213
https://youtu.be/i0vhSQ9Zzj4","1106 543
https://youtu.be/B_r7kOK3PJo?t=9951",,,,,260,K36582,"117440512 25
161414428 11
210827008 15
275365888 19",,166998 23445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,"61
https://youtu.be/YQ8470B2ih4","wyzx
https://youtu.be/czbMGqHroRM",,"22
https://youtu.be/oSgzY4L1OjA","112
https://youtu.be/BNigXHybUsg",,,,,"35280
https://youtu.be/tBhwMBJdwY8",15,,18,,365,32,12,34,"4088483
https://youtu.be/280cbBww-YE","832 460
https://youtu.be/PGeiwuVGvAE",1599 12,,,,,735,916,"102760448 23
134217728 27
184473632 13
240945152 17",,280212 26997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,"14
https://youtu.be/CBp609lwu0w","ywzx
https://youtu.be/K0oho1K3sNM",,"28
https://youtu.be/aXDijuX4LbQ","144
https://youtu.be/rRRTfbzqTFE",,,,,"168
https://youtu.be/f9xaWFWBTZ4",553,,16,,33,168,13,3,"8086
https://youtu.be/AZYFMVD70Ho","604 26324
https://youtu.be/v9vH9EsGtF0",2112 171,,,,,407,974,"360653 360749
370261 370373
396733 396833
492113 492227
604073 604171
838249 838349
860143 860239
927869 927961",,387672 591081 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,"ÃÀÊÂÁÅÄ
https://youtu.be/VAVY0NasnPU","wxzy
https://youtu.be/xvBLL1ByewE",,"15
https://youtu.be/MJba7c_a6G4","960
https://youtu.be/c29BtxGiKhk",,,,,"1161
https://youtu.be/SrHMbGo2w78",1035,,105,,43,4095,14,44,"2045254
https://youtu.be/322Pt_TBs2I","181 -31478
https://youtu.be/T8yVhZszmSA",1950 160,,,,,917,"6
https://youtu.be/qSvL8y8UOAI","150016 150745
150024 310775
150048 277469
150108 250403
150139 13660
150144 290495
150146 81273",,519386 298243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,46,"xwzy
https://youtu.be/5yeqH5esB9A",,"21
https://youtu.be/A29lGa19pRc","800
https://youtu.be/NpGCggeCByA",,,,,"1456
https://youtu.be/xV1sBLK2uxA

",76,,81,,464,40638,11,48,53333334,"445 9738
https://youtu.be/6rg1nYIQ6XU",2467 1567,,,,,28,66,"250003 19244
250015 1649
250028 62509
250059 170
250062 663",,43666 1424027568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,14,"xzwy
https://youtu.be/4UYi573F2Ig",,"11100010
https://youtu.be/rD3akWF5ecI","1472
https://youtu.be/bObHETQkC5Q",,,,,"1456
https://youtu.be/TGIvs7Ul4IE",2241,,12,,564,,12,7,57142859,"8649 97979
https://youtu.be/TJ4Lu1POC08",481 1481,,,,,103,69,"350015 69998
350017 8496
350036 175016
350073 116688
350082 175039
350128 175062",,1261749 127525277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,,"zwyx
https://youtu.be/oonH8jvayhg",,"10001000
https://youtu.be/AytjQLtgOGA","134
https://youtu.be/nF-blMOPHuQ",,,,,"4325
https://youtu.be/HHpG5u6fQ-Q",134,,31,,5665,,9,2,45714287,"31 1081
https://youtu.be/rvWqUC8fmuw",487 1343,,,,,812266767,51,"450006 417
450038 5231
450047 2650
450051 736",,4398 108618221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,,"xzyw
https://youtu.be/p0Zmf-VSZzE",,"11010111
https://youtu.be/iCWpuJh-X8E","107
https://youtu.be/lIRpf5GGFoQ",,,,,"23625
https://youtu.be/1pDh5Mg6_By",665,,89,,365,,"4
https://youtu.be/WRYYKPMfk_0",26,26666666,"6681 23686
https://youtu.be/0IesT5bq1eY",564 1564,,,,,14200552,53,"550032 28285
550040 49117
550046 28905
550050 19419
550066 35725",,17 115207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,,"yzxw
https://youtu.be/GO856r1dmmw",,"10101000
https://youtu.be/FoIgTypLORo","90
https://youtu.be/KsQAayw72Oc",,,,,"96
https://youtu.be/FNgWPMyhzlE",12,,6,,52774,,"26
https://youtu.be/ojiLWdlsQjs",8,11111111,"247 5706
https://youtu.be/MudG0A2e100",474 1330,,,,,43413100,2278,"650090 60
650153 282
650155 3945
650208 134",,10323 18172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,,"ywzx
https://youtu.be/wQlOGdYF0TI",,"01100101
https://youtu.be/rc6rroVrMbk","11
https://youtu.be/DnAtA3irm2c",,,,,"6400
https://youtu.be/g5eNDs3PiOc",2097,,4,,152,,"18
https://youtu.be/WHJk1RMf3WI",20,"6049
https://youtu.be/5va34UHmVEw","502 1305
https://youtu.be/zCdx6U82QKc",2517 1376,,,,,287794240,355 119624,5681 4988,,152 731075967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,,"yzx
https://youtu.be/i-4x4ufB3EA",,"11000101
https://youtu.be/8cvi1woQJoQ","146
https://youtu.be/aBx8Clnu654",,,,,"231
https://youtu.be/oZ9RLDu6UV8",1159,,158,,1,,"30
https://youtu.be/sC_CZ-t3GT0",10,914,"388 9727
https://youtu.be/fu8WXPSGQPg",2595 1436,,,,,36253635,946,38048 9999972,,14144 522739884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,,"yxz
https://youtu.be/RV2dpIJ-muc",,"01110110
https://youtu.be/yg95zlLIl70","63
https://youtu.be/qWpMbFwnIt8",,,,,"1125
https://youtu.be/ZqHYdM1oZO8","322
https://youtu.be/EdD7eBUCPOk",,536,,16,,"21
https://youtu.be/0Rp2HJIf790",2,2930,"1189 460004
https://youtu.be/IjHO5O6hfaU",2027 1366,,,,,1243550,5267,"250196 62549
250314 41719
250374 41729
250442 125219
250554 41759",, 7076 1131362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,,"xzy
https://youtu.be/3QjD24ulnns",,"000101100
https://youtu.be/YFitxP34suQ","176
https://youtu.be/La6K4XfZt9s",,,,,"840
https://youtu.be/IFy3HvT8kKc",98,,101,,447,,"8
https://youtu.be/Tq5ut6npDsc",32,6400,"9009 10
https://youtu.be/DgMzKTZ9zIg",2098 1202,,,,,238,2940,"704969 7921
571787 6889
493039 6241
389017 5329
357911 5041",,72 991844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,,"yxz
https://youtu.be/pRcinlowf6I",,"1100011
https://youtu.be/HR0abVTUKIw","161
https://youtu.be/xPPA4cpwCqE",,,,,"2882
https://youtu.be/lgLVgcxkEiI",53,,58,,561,,"3
https://youtu.be/T1xuoEWuXmg",1,16461,"531 10774
https://youtu.be/p73ODtOOi3A",2170 1280,,,,,65,8,"500002 178
500004 18
500016 48
500018 58
500020 4348",,2109 239600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,,"zxy
https://youtu.be/AgW683H3p0U",,"20
https://youtu.be/EdRonMMW7N8","136
https://youtu.be/eQN_OrEaHqs",,,,,"5115
https://youtu.be/HiWwl2GXj6A

",880,,35,,147,,"3
https://youtu.be/_Q8pKk8dAaw",43,1065509,"13 1287
https://youtu.be/HspSbiCQ_8Q",758 2176,,,,,24297,C6347,"800120 400062
800253 266754
800273 21666
800375 160080
800396 400200",,2 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,,"yzx
https://youtu.be/MJlC1_TDkos",,"21
https://youtu.be/jNPTbKj1ta8","103
https://youtu.be/shs5ZTmHFbo",,,,,"1545
https://youtu.be/gRxXXRpegMQ",1056,,14,,186,,8,23,1122,"43 9653
https://youtu.be/x9TjQRJIk48",1978 749,,,,,3029,2504,"520211 16781
520993 47363
521653 47423
521947 16837
522077 22699",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,,"xyz
https://youtu.be/m7UwV-QbXE0",,"0100
https://youtu.be/xbc2O7BKWJg","35
https://youtu.be/WPK7PWRH7Mc",,,,,"360
https://youtu.be/U0HTtbUzQKM",49,,140,,163,,7,20,"11
https://youtu.be/WSzEu8BI8kM","337 10802
https://youtu.be/i1vv10P_BnE",2071 649,,,,,38,353,"912912 133
912951 153
913198 103
913353 183
913767 123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,,"yxz
https://youtu.be/S9M6UeCHPgU",,"0111000101
https://youtu.be/17uqIeSbbrw","78
https://youtu.be/vhFHvU8zZWg",,,,,"195
https://youtu.be/y-QXeViPxaE",6887,,683,,5355,,6,5,"4036
https://youtu.be/lUkw4JHDC7s","8515 126
https://youtu.be/aHyU3pDemYs",2049 1229,,,,,14,403,"32 3010349
38 54018521
42 370248451",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,,"yzx
https://youtu.be/iiLwbj9oHsE",,"010111011
https://youtu.be/0IrN59p5TTs","52
https://youtu.be/aMWKXPV_Lns",,,,,"2
https://youtu.be/ReML8aK1HEY",74,,67,,13,,9,10,"2462
https://youtu.be/B94kV6ut_RE","74452 12
https://youtu.be/PGHJcoNnuS8",2407 1101,,,,,60,432,"5000211 171
5000211 171
391391 23
122124411 227
1712421 81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,,"ywzx
https://youtu.be/5eNM7cgKa4Y",,"1100001
https://youtu.be/N0IcAMtC8cs","238
https://youtu.be/4GdCR0HUeGk",,,,,"104
https://youtu.be/8sDRntV5Nj4",12,,15,,77,,11,6,6069,"38 163
https://youtu.be/tyYNB53xcQM",2458 1438,,,,,191,483,"26222031 199
2481831 53
303831 33
1274931 59
143483131 121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,,"yzwx
https://youtu.be/gliz9vc4WOk",,"11001101
https://youtu.be/u9DLbmUyAOc","143
https://youtu.be/vn-HQ6b31pw",,,,,"35
https://youtu.be/lsp3oVy4mzg",2196,,148,,722,,6,9,4048,"16 159
https://youtu.be/M49-s1Eg_qM",,,,,,656,550,"782217 37
166617 33
2880117 93
74874717 111
725517 53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,,"yzx
https://youtu.be/Bzjs1rdwqpg",,"10011101
https://youtu.be/bL8CsBs17RA","45
https://youtu.be/G1ikJtnQYyE",,,,,"6075
https://youtu.be/mLEwgVMobpI",47,,54,,22,,7,53,12114,"1 40
https://youtu.be/fb2wBmHDlug",,,,,,39,89,"56401891 139
74342691 1259
149721291 531
375291 37
267817291 203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,,"ywxz
https://youtu.be/BaSbmWbiEbs",,"01000011
https://youtu.be/0t7gUK7MoJ4","63
https://youtu.be/i9dKtpn03aI",,,,,"24064
https://youtu.be/qXbh5SqXyA0",326,,42,,111,,8,10,8,"16 1548
https://youtu.be/AV0Y0YGstck",,,,,,126798,284,"10001029 67270
10001099 50964
10001371 63860
10001773 45074
10002673 21886",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,,"zwyx
https://youtu.be/U4HA6kt57gs",,"1001011
https://youtu.be/CSYD7KN7X64","85
https://youtu.be/nqDf0mGSdTQ",,,,,"1593
https://youtu.be/w3nUfn0UmKo",965,,71,,33,,9,2,5,"8 1060
https://youtu.be/l_rl32muDdA",,,,,,7,208,"10011007 7112
10012007 56112
10023487 22112
10028327 92112
10042367 23112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,,"xzyw
https://youtu.be/CQqpyfyw1PI",,"1000011101
https://youtu.be/k1emhr2f3bc","158
https://youtu.be/6YXwm9D_D6A",,,,,"4864
https://youtu.be/pF3C2Ih1_1E

",2,,5,,7,,11,11,4060,"91 2627
https://youtu.be/TY5OZFvr8i0",,,,,,851,90,"10000495 2014799
10000601 792131
10000604 7500457
10000847 273059
10000917 4444861",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,,"yzwx
https://youtu.be/mvBBvsbt9Sg",,"1000111001
https://youtu.be/7WAhDu6fyNo","39
https://youtu.be/wyZpeKcTZog",,,,,"648
https://youtu.be/JFiRSjEMG3Q",1852,,28,,"67,33",,12,"3
https://youtu.be/9nR-YrOdVJ0",50,"9 63
https://youtu.be/D3kJ6O-EJTA",,,,,,181,26,"10012335 6007401
10012912 8940100
10019645 2582449
10037404 8300161
10045273 2105401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,,"yxwz
https://youtu.be/XaRQw4QMaFs",,"01011000
https://youtu.be/g4cRDREdi74","43
https://youtu.be/cshCnPeo9tg",,,,,"2187
https://youtu.be/JEocUJRsBtQ",2114,,31,,"68,22",,"7
https://youtu.be/QuJ79M6F9EU","4
https://youtu.be/4qzzRFEfltU",,"5 57
https://youtu.be/1kgwqzozOR4",,,,,,121,597,"10000837 2772677
10000888 8750777
10002364 7501777
10002981 3377771
10003172 7772735",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,,"xwyz
https://youtu.be/kiJneVTjDkM",,"13453
https://youtu.be/-oDGP7qRzus","40
https://youtu.be/vjLkRCuprcs",,,,,"1078
https://youtu.be/iqxJefFHdS4",2122,,26,,887,,"4
https://youtu.be/KKVvQfD0w9k","6
https://youtu.be/7pNV9795BSg",,"54 138
https://youtu.be/jmHF7vNdULw",,,,,,60,1118,"10001975 2569999
10002217 467999
10002535 2444457
10003761 4457789
10005003 4446677",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,"yzxw
https://youtu.be/9xXAanbdzAA",,"027044
https://youtu.be/eTz8AWU--Ec","88
https://youtu.be/UmVmHs-LJkI",,,,,"1562
https://youtu.be/e42IBHOqCVg",19,,265,,8888,,"504
https://youtu.be/_BlOnYOdBwM","5
https://youtu.be/MFczOWRcN8I",,"25 1773
https://youtu.be/Xg816IOryBg",,,,,,865,504,"34 10
2962963 14
1793722 30
21052632 62
754717 14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,,"yzwx
https://youtu.be/uJes3bF1RNM",,"161161
https://youtu.be/nsx3VF5E_rM","98
https://youtu.be/XSUpjhpwX5Y",,,,,"44
https://youtu.be/d4XOjuXFLeM",76,,21,,167,,"519
https://youtu.be/eS92bn__di4","6
https://youtu.be/JKq4_ku44_I",,"14 6268
https://youtu.be/UBt2V3npwQo",,,,,,616,245,"3 6
268 10
5 6
15789474 46
21428572 30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,,"wyzx
https://youtu.be/RHGYT72Uxqs",,"04505
https://youtu.be/cOhyCtnztjY","48
https://youtu.be/VUomsuwBbEQ",,,,,"792
https://youtu.be/oBmTLnyq7MI",86,,320,,159,,16,"4
https://youtu.be/sBpqJMJIQTU",,"30 1027
https://youtu.be/4Tgmyzo3dus",,,,,,1565,94,"41666666 30
116198 14
15151515 94
1996 10
2 6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,,"xwyz
https://youtu.be/23jd8nWhGL0",,"45
https://youtu.be/Iq5XFLRCV0U","68
https://youtu.be/93mZZn40ldk",,,,,"60
https://youtu.be/z6-OQ7JclkQ",1504,,18,,3321,,"24
https://youtu.be/R0m2fh457_U","7
https://youtu.be/yB-2Fof3S9o",,"370 209813
https://youtu.be/VDfjy_5kk6s",,,,,,793,177,"4 6
1181 6
8333333 22
2173913 14
1369863 46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,,"xwzy
https://youtu.be/BaMsTpjfjIg",,"20
https://youtu.be/gtKf2Q2OSzE","80
https://youtu.be/0svEztJpzJU",,,,,"1059
https://youtu.be/KytuBw0SATs",424,,151,,22,,"227
https://youtu.be/vFX6tZxfkOs","5
https://youtu.be/i_w0g0k4kD4",,"227 169
https://youtu.be/v4qWkC9c9lo",,,,,,12998,28,"4 7
405954 23
13636364 23
10344828 47
118 7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,,"wzyx
https://youtu.be/D62btddgPQ8 ",,"25
https://youtu.be/ni_Jw7vuX0U","108
https://youtu.be/oDGkSUnasu8",,,,,"35
https://youtu.be/T73LXDtWe2M",1835,,45,,3221,,"4032
https://youtu.be/x5W5t4y9tVM","18
https://youtu.be/Uitx_cmR9s0",,"243 25552
https://youtu.be/aI3yeq-XVbA",,,,,,113,20,"22 7
2222222 23
2 5
29994 15
46 7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,"yxzw
https://youtu.be/9RyXg5iBEEI",,"14
https://youtu.be/s1uwoHsQDjU","126
https://youtu.be/WfYlveGjnH0",,,,,"70
https://youtu.be/58OlOXAiACg

",862,,15,,332211,,"31
https://youtu.be/V8RTJrqGlJk","20
https://youtu.be/0FI9jisNyVw",,"7 12441
https://youtu.be/7YYozAOsglo",,,,,,27,16,"48391 14
42123 15
5 6
5101 11
113443 14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,,"zwyx
https://youtu.be/cSx-ojSrTDA",,"0100
https://youtu.be/R4alzsAVwJ8","116
https://youtu.be/z9u-I4tIIWU",,,,,"165
https://youtu.be/9fi1_31nEBI",148,,262,,21,,"185
https://youtu.be/ry9MdPtq9Rs","32
https://youtu.be/igEb0kmObsA",,"11 14934
https://youtu.be/yzIPmTB6Y34",,,,,,52,62,"1297 6
12283 11
6521739 15
5809 7
9090909 62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,,"yxz
https://youtu.be/_N2B8tCuqPU",,"42
https://youtu.be/YWIyU_zIVkk","114
https://youtu.be/NUKhPROacgY",,,,,"11628
https://youtu.be/F7tvLmeS7r8","125
https://youtu.be/B_r7kOK3PJo?t=5528",,56,,1122,,"111
https://youtu.be/uhLt_O0an3Q","50
https://youtu.be/BDKChH34VWs",,"94 18841
https://youtu.be/XMefzPmhtyg",,,,,,1264,6,"965 6
2756 6
14960 9
5285 9
9380 7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,,"wzyx
https://youtu.be/nIPmoQDALyw",,"14
https://youtu.be/l09iGqUhtN8","102
https://youtu.be/L04fKE-RwVQ",,,,,"72
https://youtu.be/PtHlT1T3Yqo",114,,22,,313,,"12
https://youtu.be/uzQgzg9hcg0","9
https://youtu.be/SXR7s5aWzQ0",,"18 14769
https://youtu.be/HOkBs-i4FtU",,,,,,69408,593,"4328 6
9620 10
40166 11
1736 5
39032 15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,,"zwyx
https://youtu.be/aDMisPW2JDQ",,"000
https://youtu.be/KX9aRYh2GPU","92
https://youtu.be/R8UsjtlCY5o",,,,,"480
https://youtu.be/sLNlOLRsfGA",603,,80,,332113,,"8
https://youtu.be/fPNAqtxp2ho","7
https://youtu.be/lJAJti8Pvm8",,"2 4961
https://youtu.be/7OvbM9HqLVI",,,,,,4912,252776,"8868 12
26 9
2 6
60 12
48 11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,,"yzwx
https://youtu.be/bxCyQ-jUAsk",,"110
https://youtu.be/K1pHvg-1pVg","86
https://youtu.be/5R9h863JyWw",,,,,"6480
https://youtu.be/cGey1Gm5TI4",25,,26,,1,,"59
https://youtu.be/gOHAj3b0OSk",60,,"206 23427
https://youtu.be/7AXk3DMuRyY",,,,,,40,1310,"1195 11
39 8
5 5
5 6
9999 16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,,"wzyx
https://youtu.be/flGvedJPNgI",,"31
https://youtu.be/XA6EZXO4I34","12
https://youtu.be/H3rxSpfeFuo",,,,,"405
https://youtu.be/pR8csmsXR_w",799,,23,,3211,,"87
https://youtu.be/h-pVwAQHlJY",95,,"69 17534
https://youtu.be/FjdGm8BPX9A ",,,,,,74,229,"923040329
926000629
932141239
934101439
961212169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,,"dabc
https://youtu.be/p1pmnfDhzX8",,"0010
https://youtu.be/-tBnrHLelYk","19
https://youtu.be/RmDVr7LaYfQ",,,,,"6860
https://youtu.be/JFQyGmaogVQ",21,,12,,2,,"198
https://youtu.be/_NcDmKlHvrU",3,,"235 19105
https://youtu.be/H9w8yTSo_Bw",,,,,,1440,64,"113456759 6673927
133456749 7850397
153456739 9026867
173456729 10203337
193456719 11379807",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,,"bdca
https://youtu.be/8PbK8oZqHDA",,"46
https://youtu.be/yHhuTkWftmA","24
https://youtu.be/lEi8rxNktKg",,,,,"1800
https://youtu.be/e0BoYOaz9IM",464,,245,,11222,,"97
https://youtu.be/_2wwa1FRMlw",2,,"71 17664
https://youtu.be/MJJud9Dr1VU",,,,,,376,66,"12325677 72933
12385672 73288
123165679 728791
123225674 729146
123515678 730862
123575673 731217
123865677 732933
123925672 733288",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,,"cab
https://youtu.be/84oJreAC4J4",,"34
https://youtu.be/rBCVUTzEy44","8
https://youtu.be/E5c4syEC6nw",,,,,"9000
https://youtu.be/4wOnE5kXT0w",442,,110,,12,,"68
https://youtu.be/fsuon4MmfPA",8,,"34 15806
https://youtu.be/RPJGDDl-zCA",,,,,,36,2502,"122145 2395
122451 2401
124542 2442
124593 2443
127245 2495",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,,"bca
https://youtu.be/aIdUymBVDV0",,"1000
https://youtu.be/Vi5RfoOET6w","19
https://youtu.be/eYO4Pohrch8",,,,,"12240
https://youtu.be/A0Ups9aGNjI",2914,,219,,222,,"72
https://youtu.be/F9hf1sYtZ6o",48,,"12 17219
https://youtu.be/h4TlKtykMfc",,,,,,1025,16,"131071 131072
262139 262144
262147 262144
524287 524288
1048571 1048576",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,,"3
https://youtu.be/6ieqGNRrY2k",,"111
https://youtu.be/8iWs48WwFBE","14
https://youtu.be/YpCCJDwxg2o",,,,,"3360
https://youtu.be/ruC2Ga90d8Q",22,,82,,717,,"5
https://youtu.be/xO2N569winE",50,,"7515 19789
https://youtu.be/dUWxG9vRJAY",,,,,,34,47,"1384741358 692370679
1611748138 805874069
1725251528 215656441
1921302838 960651419
1952258308 488064577",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,,"12
https://youtu.be/AncvquX455U",,"16
https://youtu.be/9mWAeHi11io",117,,,,,"84
https://youtu.be/Qxp7pZU7yfM",428,,157,,123,,"8
https://youtu.be/J71dn8pGotw",15,,"202 6916
https://youtu.be/lTNEDIkoDs0",,,,,,30,81,"8555171053 70703893
6407666925 52955925
5065538797 41863957",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,,"4
https://youtu.be/gSoYmEmy8o4",,"14
https://youtu.be/Z-_VOTZQmBY",994,,,,,"15120
https://youtu.be/9KVYfK3BeJo",408,,5435,,63,,"14
https://youtu.be/UwGim_CRKOY",5,,"150 6669
https://youtu.be/txtNRUf1Jvc",,,,,,6120,202,"132587371194 712835329
119702862522 643563777
106818353850 574292225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,,"zywx
https://youtu.be/i2IIvWp80tc",,"23
https://youtu.be/PBt-lDnk8GY",309,,,,,"3120
https://youtu.be/pSvxYXtW6qU",447,,1,,84,,"36
https://youtu.be/YDEOpebVOGg",57,,"21 17631
https://youtu.be/MbzzSCTW3uE",,,,,,20375,297,"30299072 398672
26106304 343504
21913536 288336",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,,"cdab
https://youtu.be/PVfdRC3CSLY",,"21
https://youtu.be/82REru2LjRw",540,,,,,"68
https://youtu.be/9ogToSlw9XE",3,,26,,54,,"13
https://youtu.be/Y3CJLWCz-aw",47,,"6 4519
https://youtu.be/RDwfnrdDGvU",,,,,,58085,202,"4095 91
2745 61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,,"cadb
https://youtu.be/GPeHiqEPSS4",,"27
https://youtu.be/6o5veHJYJek",4,,,,,"1025
https://youtu.be/7y_CsPTCjdk",220,,21,,107,,"20
https://youtu.be/G-g72RQl01U",4,,"881 18941
https://youtu.be/ILePUW5Lq7A",,,,,,38,183,"170200 1150
128464 868
126244 853",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,,"cadb
https://youtu.be/uEn-RNigEqc",,"32
https://youtu.be/rWrObzD38Gg",0,,,,,"17664
https://youtu.be/SzoIdJq0Rjg",680,,8,,41,,"5
https://youtu.be/XY9wLY0U8KE",251,,"1460 19378
https://youtu.be/RwNmz65HtVM",,,,,,135,182,"123450668 7261804
123451688 7261864
123456618 7262154
123457638 7262214
123458658 7262274
123459678 7262334",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,,"bacd
https://youtu.be/KRlRJBue8so",,"21
https://youtu.be/WIjwIElw01M",7,,,,,"4704
https://youtu.be/EOW-sLR97XE",265,,273,,42,,"6
https://youtu.be/mECu_IM9G0U",123,,"177 9788
https://youtu.be/FlWU0PoJM78",,,,,,11973104,165,"18958656 12
1939958656 40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
